Town FIP,Town Name,County Name,# COVID19 Deaths,COVID19 Death Rates,Death Rates (Exclude LTC),# COVID19 Cases,COVID19 Case Rates,Case Rates (Exclude LTC),COVID19 Fatality Rates,# LTC Beds,Population Density,% Population (Age<15),% Population (Age 15-44),% Population (Age 45-64),% Population (Age>64),% Population (White),% Population (Black),% Population (Asian),% Population (Hispanic),% Minority,% Below High School Edu.,% Linguistic Isolate,% Below Poverty Level,Gini Index,Median Gross Rent,Median Household Income,Median House Value,% High Occupancy Residence,% Group Quarter Residence,% Population (Disability),% Uninsured,% Unemployed,% Occupation (Wholesale),% Occupation (Retail),% Occupation (Transportation),% Occupation (Health Care),% Occupation (Food Service),% Occupation (High Risk),# Restaurants Per Capita,# Supermarkets Per Capita,% Commute (To Diff. Counties),% Commute (To NY City),% Commute (Public Transport),SVI (Socioeconomic),SVI (Disability),SVI (Minority & Language),SVI (Housing & Transport),SVI (Overall),PM25 Average Conc.,NO2 Average Conc.,Ozone Seasonal DM8HA,Acrolein,Acetaldehyde,Formaldehyde,Diesel PM,Naphthalene,Acrylic Acid,Acrylonitrile,Beryllium,Chlorine,Chromhex,Ethylene Glycol,Hexamethylene Diisocyanate,Hydrochloric Acid,Maleic Anhydride,Methylene Chloride,Methyl Bromide,Nickel,Propionaldehyde,"2,4-Toluene Diisocyanate","4,4P-Methylenediphenyl Diiso.",Inhalation Cancer Risk,Respiratory Hazard Index,NPL Site Proximity,RMP Facility Proximity,TSDF Facility Proximity,Proximity to TWWD,Traffic Proximity,Proximity to Natural Gas EGU,Proximity to Petroleum EGU,Proximity to Biomass EGU,Proximity to Coal EGU,Proximity to Nuclear EGU,Proximity to WFFEGU,DOT Noise Level
0,Newfield Borough,Gloucester,2,131.4924392,131.4924392,20,131.4924392,131.4924392,10,0,873.2446851,15.97633136,36.29191321,29.84878369,17.88297173,93.16239316,2.038132807,0,11.57133465,14.72715319,10.64021641,0.512820513,17.82894737,0.3979,1563,71875,190100,8.152531229,0.328731098,14.79289941,2.892833662,5.106888361,3.484549638,8.415516108,2.761341223,10.71663379,4.207758054,29.58579882,NA,NA,53.18869165,0.131492439,0,0.598230088,0.801769912,0.132743363,0.161061947,0.389380531,8.017491781,17.33076915,42.5705366,0.021928598,0.927704468,1.161858467,0.310234206,0.025981179,5.42E-04,3.17E-04,2.77E-05,8.56E-04,2.27E-05,0.036202313,0,0.097994299,2.68E-05,0.12211863,0.03249793,5.97E-04,0.005347206,2.41E-05,7.56E-05,26.44460467,0.338242544,1.50359227,0.320122765,0.167149412,0,50.59103193,8.144865107,3.32321232,0.397643764,5.088744645,51.84567029,3.680580938,45.26758077
1,Vineland City,Cumberland,57,94.94619715,49.97168271,1369,228.0374454,206.7161942,4.163623083,959,870.2642949,20.60165906,37.80191225,24.90921811,16.68721058,70.88316621,14.23360096,1.270946464,40.86684212,56.82613186,21.78404464,11.09529908,38.57709945,0.4611,1057,54476,167300,19.0525369,3.587966819,14.96879729,9.08534408,7.153889357,1.86061232,4.802278709,1.892261052,7.763933771,3.113235833,19.43232168,0.745069962,0.526170925,20.58833328,0.214878236,0.469733817,0.861946903,0.982300885,0.903539823,0.952212389,0.984070796,7.91901683,17.03096113,42.41291555,0.02276998,0.924340067,1.171871619,0.305722031,0.026653422,6.75E-04,2.56E-04,2.60E-05,8.81E-04,2.82E-05,0.030267173,7.30E-08,0.085445539,2.56E-05,0.155396648,0.029722342,5.49E-04,0.005115727,2.20E-05,6.85E-05,26.08344019,0.33916882,1.020219463,0.250566972,1.499812993,7.48E-06,162.907379,24.80202781,4.415193839,0.584429806,4.983284963,51.15575789,6.395406432,45.66374798
2,Galloway Township,Atlantic,36,99.7395689,38.78761013,509,141.0206683,102.7871668,7.072691552,727,324.4364419,13.09913005,39.92630354,29.64481631,17.3297501,71.43569568,11.77203967,8.289466393,10.9852053,34.9393251,8.24311722,3.317757009,18.99502037,0.4225,1240,74196,210500,20.64886131,8.051199645,12.63831938,5.709711846,6.842473279,0.925361556,4.615725605,1.097135258,7.765833657,12.23472045,26.63877653,0.887266493,0.222141381,13.445448,0.260431097,1.446223749,0.720353982,0.638938053,0.70619469,0.90619469,0.853097345,7.316629643,19.65324762,42.78384657,0.029277334,0.850958982,1.097104395,0.273656086,0.024260869,4.21E-04,4.29E-04,2.04E-05,1.14E-06,1.69E-05,0.018503143,0,0.10884385,0,0.213215455,0.028000597,4.48E-04,0.007107494,1.74E-05,4.86E-05,24.71072375,0.326542551,0.358878215,0.022502336,0.976413586,0,162.5772694,4.636167153,11.74332039,0.534837615,2.707222331,14.25865052,4.943846833,46.84112789
3,Elsinboro Township,Salem,0,0,0,9,85.5513308,85.5513308,0,0,79.99229603,14.25855513,35.36121673,27.09125475,23.28897338,82.88973384,11.78707224,1.330798479,5.133079848,18.72623574,7.593307593,0.235849057,19.77186312,0.3686,1201,88182,213300,9.980988593,0.760456274,12.64258555,3.136882129,9.523809524,4.467680608,6.844106464,2.566539924,8.079847909,5.418250951,27.37642586,0.296941503,NA,44.86692015,0.190114068,0.760456274,0.817699115,0.969911504,0.192920354,0.217699115,0.594690265,8.077693973,15.91999423,43.90158301,0.018571252,0.876509806,1.129468407,0.341670105,0.023492168,1.99E-04,3.23E-04,2.54E-05,8.67E-04,2.99E-05,0.034177878,1.12E-06,0.119259385,1.08E-05,0.256935786,0.040514444,8.20E-04,0.004571267,3.20E-05,9.64E-05,27.25016142,0.329346487,0.078956364,0.134061048,0.112939949,33.99651447,2.364369669,4.468030316,0.592109861,0.171333594,14.4620547,128.9000007,4.988432375,45.0168762
4,Quinton Township,Salem,0,0,0,22,96.57594381,96.57594381,0,0,93.91338907,12.9499561,38.76207199,29.10447761,19.18349429,81.34328358,16.19841967,0,6.101843723,22.6953468,9.575104728,1.595744681,29.90325418,0.3883,1151,64500,178700,6.01404741,0.219490781,17.4714662,4.741000878,7.047279215,2.502194908,6.277436348,2.458296752,9.877085162,3.116769096,24.23178227,0.300523578,0.286646675,38.58647937,0.131694469,0,0.502654867,0.985840708,0.251327434,0.22300885,0.500884956,8.042577534,15.18500364,43.5831732,0.018941635,0.877188892,1.121149159,0.296679782,0.022987558,2.76E-04,4.00E-04,2.64E-05,9.19E-04,2.72E-05,0.028771543,1.05E-06,0.114905411,5.07E-05,0.22587556,0.038680796,7.40E-04,0.004021699,2.73E-05,7.41E-05,26.5303782,0.321336703,0.046542713,0.08061456,0.062563437,0,45.96462394,4.838449071,0.823247057,0.274187076,11.29777114,75.56749944,4.23269423,45.20546243
5,Beach Haven Borough,Ocean,0,0,0,17,155.9633028,155.9633028,0,0,467.4742505,7.706422018,23.11926606,35.32110092,33.85321101,96.78899083,0.733944954,1.559633028,1.100917431,3.577981651,0.640341515,1.328273245,16.95852535,0.5012,1313,97083,760100,6.880733945,0.458715596,13.21100917,3.394495413,7.558139535,1.559633028,6.697247706,1.559633028,5.04587156,4.678899083,19.5412844,6.646438376,1.011414535,26.33027523,1.467889908,1.100917432,0.704424779,0.382300885,0.056637168,0.686725664,0.442477876,6.982780877,20.16489142,43.4579634,0.019323872,0.743203605,0.930098474,0.330581121,0.01946252,4.34E-04,1.55E-04,1.58E-05,2.11E-06,2.36E-05,0.010464407,0,0.083928693,0,0.201817886,0.028000287,6.21E-04,0.004206352,1.24E-05,2.64E-05,21.38226455,0.274465851,0.037333173,0.017975783,0.088193115,0,128.26627,2.331914707,0.183271687,0.16301035,2.115937444,22.84796172,1.036621953,45.34942151
6,Salem City,Salem,1,20.91612633,20.91612633,69,144.3212717,144.3212717,1.449275362,0,1737.200289,30.51662832,34.05145367,19.91215227,15.51976574,31.91800878,60.30119222,0.271909642,12.46601129,76.44844175,17.52224504,2.306866953,63.06268406,0.5317,869,24926,82500,19.2219201,0.564735411,22.33842292,5.01987032,14.62814997,2.635431918,5.814683121,4.141393014,8.366450533,3.99498013,24.95293872,0.296941503,NA,39.238653,0.313741895,1.610541728,0.987610619,1,0.800884956,0.867256637,0.97699115,8.151540624,16.27204861,43.76115894,0.019498027,0.905242556,1.144516214,0.34649678,0.025066206,1.78E-04,3.33E-04,2.50E-05,7.52E-04,2.55E-05,0.036007592,1.19E-06,0.09086982,4.83E-05,0.216262735,0.043225325,7.96E-04,0.005139676,3.00E-05,9.51E-05,26.75575045,0.332449217,0.067140491,0.111923776,0.111923776,2.06E-05,270.624437,5.082843238,0.619278532,0.23149029,17.17096531,93.72622164,5.875187357,45.56671622
7,Hamilton Township,Atlantic,8,30.80121665,30.80121665,346,133.215262,132.0602164,2.312138728,78,230.0040683,19.71662881,38.3013129,28.54887768,13.43318061,61.18276672,15.63931775,9.074808455,15.49686213,43.80318023,8.158324419,3.048281506,24.3835725,0.4142,1439,74329,211900,12.84025719,2.548800678,12.66837843,6.107051155,10.21714922,1.289800947,5.871481924,1.31290186,8.793747353,9.78708659,27.05501867,1.006301809,0.336134454,19.17375736,0.227158973,0.85088361,0.789380531,0.815929204,0.69380531,0.807079646,0.884955752,7.544249881,19.10703257,42.41226904,0.026386207,0.934977787,1.179590484,0.252439594,0.024309112,6.12E-04,2.10E-04,1.99E-05,2.81E-04,1.89E-05,0.020685992,0,0.091600167,6.57E-06,0.205311704,0.028000322,4.41E-04,0.004740067,1.82E-05,5.46E-05,25.91557497,0.337602175,0.48864196,0.035242145,0.346383808,1.14E-05,253.5170855,2.710796376,1.068944824,0.207644915,3.595188904,10.37286241,1.77919338,46.8346353
8,Buena Vista Township,Atlantic,1,13.70801919,13.70801919,55,75.39410555,75.39410555,1.818181818,0,175.4664166,17.62851268,36.65524332,26.84030158,18.87594243,83.7834133,10.25359836,0.918437286,13.2830706,27.51199452,17.82430053,0,26.27747253,0.3738,1230,62994,186300,10.54146676,0.356408499,13.52981494,7.128169979,14.88222698,1.782042495,5.483207676,1.987662783,5.551747772,4.194653873,18.9993146,1.113642799,0.320940409,27.96435915,0.205620288,1.055517478,0.955752212,0.907964602,0.619469027,0.495575221,0.856637168,7.796948219,16.61904123,42.35398105,0.028848868,0.95259697,1.198556483,0.254709906,0.030999435,0.001573802,2.79E-04,2.08E-05,7.15E-04,1.94E-05,0.023966925,0,0.08125685,2.22E-05,0.197883851,0.028000264,4.64E-04,0.004090616,1.94E-05,5.82E-05,26.84660133,0.373835171,0.313464251,0.069133809,0.214859491,1.17E-04,26.51160503,4.277314738,1.638275335,0.260957535,4.048667109,42.26361802,2.310444957,45.20353696
9,Elmer Borough,Salem,0,0,0,11,76.60167131,76.60167131,0,0,1581.631863,16.85236769,43.24512535,25.62674095,14.27576602,92.54874652,1.183844011,1.671309192,3.133704735,8.635097493,4.564315353,1.616161616,15.13665032,0.322,1296,77734,192200,12.88300836,0.348189415,11.0724234,7.799442897,4.135338346,3.760445682,7.381615599,2.994428969,9.540389972,3.690807799,27.36768802,0.572878304,NA,50.13927577,0.278551532,0,0.327433628,0.989380531,0.186725664,0.146902655,0.371681416,8.161150959,15.24161729,42.99754902,0.018486951,0.886673116,1.117642832,0.305139613,0.02358112,2.64E-04,5.45E-04,2.84E-05,0.001091017,2.64E-05,0.037978235,6.93E-07,0.117540712,4.42E-05,0.22701075,0.035641001,7.11E-04,0.004221241,2.49E-05,7.14E-05,25.9944719,0.324016828,0.078817095,0.086944281,0.098009404,0,183.4796713,5.125737986,1.480900913,0.298388459,8.401322352,34.24598088,3.640994491,45.61841944
10,Alloway Township,Salem,0,0,0,38,113.1963062,113.1963062,0,0,98.99541922,15.81769437,35.53768245,31.06940721,17.57521597,89.48465892,3.902293715,0.953232052,2.651176646,12.09413167,8.081264108,0.993377483,9.323076923,0.4499,1325,90000,228700,16.50282991,3.485254692,9.981628904,2.816901408,4.413407821,2.144772118,5.838546321,2.412868633,7.44712541,2.561811141,20.40512362,0.388725034,0.286646675,35.53768245,0.089365505,0.297885016,0.557522124,0.438938053,0.299115044,0.497345133,0.433628319,8.115941117,14.66718153,43.35197153,0.018671644,0.892877299,1.117617762,0.293136244,0.022283399,2.44E-04,4.94E-04,2.41E-05,0.001075134,2.69E-05,0.031480842,1.10E-06,0.10266127,2.93E-05,0.220564851,0.041137127,7.69E-04,0.003988258,2.57E-05,7.39E-05,26.50162224,0.32581149,0.046833481,0.088845318,0.055192939,7.46E-08,0.326817454,5.075509783,0.937806563,0.374459633,11.89828186,54.44266522,4.499515127,45.08095473
11,Tuckerton Borough,Ocean,0,0,0,25,74.25007425,74.25007425,0,0,913.9391513,16.86961687,33.26403326,30.56133056,19.30501931,94.71339471,0.831600832,2.643302643,2.880902881,7.425007425,4.890604891,0,30.68013068,0.3676,1314,60050,224300,3.474903475,0.297000297,12.44033413,4.325775656,5.993150685,1.98990199,7.365607366,1.633501634,7.157707158,5.821205821,23.96792397,0.681280808,NA,27.59132759,1.277101277,0.386100386,0.484955752,0.292035398,0.271681416,0.484955752,0.320353982,7.103353151,20.34753226,42.98251438,0.023089278,0.791116086,0.967133851,0.248808436,0.022972142,6.69E-04,1.87E-04,1.90E-05,1.24E-06,1.41E-05,0.015597371,0,0.10502002,0,0.208267755,0.028000296,3.13E-04,0.003927299,1.52E-05,4.07E-05,22.64093045,0.295952769,0.04728234,0.01900818,0.07865552,0,205.900144,2.435623935,0.189178119,0.192475287,2.331629254,23.73516416,1.123169894,45.26610043
12,Folsom Borough,Atlantic,0,0,0,24,141.426046,141.426046,0,0,199.4288843,15.85150265,35.23865645,29.87625221,19.03358869,90.21803182,2.887448438,1.119622864,5.5391868,13.847967,8.137583893,1.870748299,20.44784915,0.4412,1256,76429,179400,11.19622864,0.412492634,15.73364761,2.592810843,7.046979866,2.239245728,6.24631703,2.592810843,6.24631703,4.83205657,22.1567472,0.631273124,0.196367651,27.28344137,0.235710077,0.412492634,0.838938053,0.757522124,0.302654867,0.212389381,0.569911504,7.81661726,18.48522681,42.55604575,0.038169905,1.014611786,1.283835943,0.275785411,0.039659451,0.002770878,3.07E-04,2.02E-05,7.22E-04,2.02E-05,0.028905092,0,0.074418618,3.53E-05,0.180457069,0.028000149,5.01E-04,0.004313917,1.95E-05,6.53E-05,28.18230501,0.415718673,0.254818869,0.054706123,0.324371839,2.05E-05,174.57322,2.73679191,1.094686895,0.186837612,4.115683572,10.60815474,1.933029724,45.51338573
13,Ship Bottom Borough,Ocean,NA,NA,NA,13,123.92755,123.92755,NA,0,1070.188599,6.76835081,18.68446139,32.69780744,41.84938036,98.47473785,0,0.857959962,1.525262154,2.66920877,2.085620198,0,10.5815062,0.4364,1131,84205,659300,4.385128694,0,13.72735939,3.241182078,3.651115619,1.334604385,6.577693041,2.097235462,6.76835081,4.003813155,20.78169685,6.646438376,1.011414535,26.02478551,1.048617731,1.334604386,0.031858407,0.36460177,0.048672566,0.099115044,0.031858407,6.928916712,21.2120043,43.35013922,0.017732145,0.654235977,0.822164385,0.468191979,0.019200531,2.30E-04,2.28E-04,1.97E-05,3.69E-06,2.61E-05,0.009869908,0,0.14444798,0,0.228400737,0.028000008,7.13E-04,0.003670658,1.43E-05,2.48E-05,20.21687432,0.268726207,0.033427886,0.021930559,2.057770076,0,493.165755,3.444391706,0.243051313,0.125636784,2.05955935,33.92592363,1.185840943,45.9317884
14,Franklin Township,Gloucester,7,42.57907543,42.57907543,145,88.19951338,88.19951338,4.827586207,0,291.6007379,16.80656934,36.64233577,33.04744526,13.50364964,87.4513382,6.95863747,1.295620438,5.778588808,14.7323601,11.30442162,0.964851826,22.00426439,0.3885,1271,83654,196700,12.34793187,0.358880779,15.90673891,8.473854021,6.827486998,2.5243309,6.605839416,2.183698297,7.688564477,3.826034063,22.82846715,0.490727245,0.380280336,36.86739659,0.206812652,0.206812652,0.778761062,0.557522124,0.45840708,0.517699115,0.637168142,8.105236673,16.70780548,42.79584429,0.022774584,0.936316874,1.169069417,0.313820256,0.027486433,6.55E-04,4.35E-04,2.82E-05,9.48E-04,2.52E-05,0.044501569,7.83E-07,0.114577389,4.36E-05,0.235738094,0.03222991,6.86E-04,0.005256551,2.46E-05,8.76E-05,27.3778521,0.347996759,0.365458395,0.130938085,0.209595817,9.46E-08,137.5087523,4.633794372,1.942121323,0.292368563,5.504082122,50.55704236,2.872991198,45.36405507
15,Woodstown Borough,Salem,13,376.1574074,28.93518519,69,199.6527778,98.37962963,18.84057971,0,2138.462881,17.33217593,38.33912037,28.53009259,15.79861111,88.68634259,3.732638889,0.202546296,8.680555556,17.50578704,4.303563165,0.478087649,23.6400463,0.4157,984,77083,251400,27.37268519,0.636574074,14.17824074,2.719907407,2.8713418,2.835648148,6.047453704,2.951388889,8.767361111,4.166666667,24.76851852,NA,NA,40.01736111,0.05787037,0.086805556,0.330973451,0.942477876,0.34159292,0.718584071,0.644247788,8.358796438,16.06348518,43.41496667,0.020214799,0.914456539,1.143818478,0.361460455,0.027267069,2.17E-04,8.75E-04,3.14E-05,0.002155453,3.43E-05,0.048930557,1.08E-06,0.114141429,3.18E-05,0.193751489,0.047367897,0.001045492,0.005497171,3.07E-05,9.89E-05,29.09831511,0.34957906,0.080884044,0.112836368,0.078780661,2.34E-04,323.5187309,7.440041482,0.776880739,0.243507699,16.71351937,42.79954214,6.12969387,45.73417966
16,Upper Pittsgrove Township,Salem,0,0,0,89,263.8600652,263.8600652,0,0,83.52077478,18.49985176,34.33145568,26.8603617,20.30833086,91.19478209,1.7788319,1.482359917,4.980729321,11.44381856,9.218351742,0,23.51515152,0.3988,1207,86622,262700,24.10317225,5.099318114,14.18653788,4.074856625,5.346294046,2.935072636,5.810850875,2.935072636,7.886154758,3.112955826,22.68010673,0.572878304,NA,41.83219686,0.207530388,0,0.617699115,0.615929204,0.239823009,0.602654867,0.553982301,8.223783288,15.01686144,43.13935098,0.018648438,0.894422342,1.123549237,0.307692126,0.023921548,2.45E-04,6.59E-04,2.84E-05,0.001199291,2.73E-05,0.042641315,7.48E-07,0.105906301,4.56E-05,0.23004083,0.037441608,7.71E-04,0.004607426,2.66E-05,8.51E-05,26.67805309,0.32772774,0.092492271,0.08735263,0.114569699,0,29.73588121,4.529812519,1.193249428,0.140591443,9.626712525,36.12857849,3.778702759,45.20543974
17,Surf City Borough,Ocean,NA,NA,NA,16,125.8851298,125.8851298,NA,0,980.6393583,5.979543666,12.19512195,32.1007081,49.72462628,99.05586153,0,0.550747443,0.944138474,1.888276947,2.286719437,0,12.98190401,0.5113,1358,90313,727800,3.147128245,0,14.1620771,1.966955153,2.916666667,1.41620771,5.50747443,1.573564123,5.192761605,4.48465775,18.17466562,6.646438376,1.011414535,22.50196696,1.494885917,0.236034618,0.249557522,0.460176991,0.007079646,0.250442478,0.111504425,6.928916712,20.22446294,43.35013922,0.017732145,0.654235977,0.822164385,0.468191979,0.019200531,2.30E-04,2.28E-04,1.97E-05,3.69E-06,2.61E-05,0.009869908,0,0.14444798,0,0.228400737,0.028000008,7.13E-04,0.003670658,1.43E-05,2.48E-05,20.21687432,0.268726207,0.033623836,0.022513559,0.896362432,0,120.4959876,3.728228354,0.257485699,0.342260453,2.044971823,36.79993398,1.288237757,45.36618429
18,Mannington Township,Salem,2,114.416476,114.416476,16,91.53318078,80.09153318,12.5,116,46.17846387,11.27002288,40.38901602,28.20366133,20.13729977,74.59954233,18.24942792,1.43020595,11.72768879,28.60411899,10.20408163,1.502145923,21.26044039,0.4281,1198,85000,229800,36.04118993,26.54462243,9.567198178,6.75778284,4.39238653,2.860411899,6.636155606,2.974828375,7.036613272,3.661327231,23.16933638,0.296941503,NA,37.29977117,0.28604119,0,0.700884956,0.584070796,0.596460177,0.472566372,0.647787611,8.285390411,15.24144685,43.58963007,0.020191336,0.920409735,1.152494437,0.334518746,0.027589023,1.95E-04,4.63E-04,3.13E-05,0.00112331,2.94E-05,0.043226117,9.96E-07,0.107961729,2.40E-05,0.217447249,0.058193598,8.77E-04,0.005439803,3.19E-05,9.71E-05,28.10739902,0.342042176,0.068354728,0.146999869,0.105573681,1.77E-05,16.52056427,5.770512328,0.655415769,0.358110727,19.56815353,73.40641245,6.704838912,45.10073575
19,Clayton Borough,Gloucester,1,11.5928588,11.5928588,111,128.6807327,128.6807327,0.900900901,0,1188.188351,16.21840946,39.16067702,27.41711106,17.20380246,76.86065384,16.86760955,1.657778808,7.859958266,27.93878971,10.42477577,1.419610432,24.5019224,0.424,1033,69883,197600,22.003246,0.347785764,15.87947883,4.804560261,7.2291624,2.422907489,6.213772316,1.936007419,8.057036865,3.883607698,22.51333179,0.603633404,0.240098159,32.36726177,0.185485741,3.0952933,0.672566372,0.904424779,0.348672566,0.153982301,0.557522124,8.276156712,18.89570014,43.12247974,0.021172977,0.922130922,1.154947934,0.342022743,0.02746499,3.67E-04,4.86E-04,3.20E-05,0.001186607,2.72E-05,0.057940792,1.11E-06,0.103868286,7.16E-05,0.212804858,0.03285959,7.52E-04,0.005890998,2.83E-05,1.06E-04,27.19444646,0.340231078,0.123083206,0.073744417,2.127415803,0,159.8512399,2.799341761,1.197135638,0.214746464,6.928424464,25.99513213,2.782850699,45.21042348
20,Long Beach Township,Ocean,NA,NA,NA,38,124.3455497,124.3455497,NA,0,129.7681211,3.304973822,15.37958115,29.31937173,51.9960733,98.39659686,0,0.229057592,0.458115183,1.832460733,0.991501416,0.82592122,18.06282723,0.5455,1592,86400,872900,4.02486911,0,11.7473822,4.941099476,6.698187549,1.27617801,5.39921466,1.243455497,4.679319372,3.010471204,15.60863874,6.646438376,1.011414535,20.61518325,0.85078534,2.388743455,0.745132743,0.224778761,0.008849558,0.173451327,0.178761062,6.941595193,20.81954971,43.34514404,0.019582226,0.714111216,0.885708507,0.467606906,0.019865127,4.33E-04,1.84E-04,1.86E-05,2.66E-06,3.17E-05,0.01194966,0,0.119211558,0,0.219052855,0.028000117,8.24E-04,0.00370056,1.44E-05,3.06E-05,20.0329294,0.260838158,0.034300136,0.020957441,0.15747406,0,271.6881257,2.724401716,0.205451589,0.14469383,2.093068511,26.7334354,1.087261368,45.32571298
21,Pennsville Township,Salem,3,23.86444992,23.86444992,125,99.43520802,99.43520802,2.4,47,505.9907596,17.09490096,32.89316681,29.88624612,20.1256861,91.29743059,4.001272771,1.853472277,3.118288123,11.4708456,9.605618585,2.109787068,21.16776708,0.4692,995,68181,155000,12.55270066,0,15.43362268,4.770247671,3.860182371,2.831914724,6.284305147,3.285339273,7.27070241,4.049001671,23.72126322,0.726275016,NA,37.92856575,0.167051149,0.190915599,0.723893805,0.957522124,0.290265487,0.757522124,0.787610619,8.381891342,20.86729672,43.78798282,0.022207199,0.929309281,1.175710999,0.456555036,0.030826786,1.89E-04,3.68E-04,3.00E-05,0.006342411,4.37E-05,0.055607045,1.69E-06,0.158912054,2.31E-05,0.344168657,0.08551231,0.001213247,0.007098415,3.77E-05,1.30E-04,35.37001028,0.399466575,0.143950394,1.940745007,1.351095622,41.11241171,251.0799761,6.702791101,0.539633083,0.155473663,32.10323709,64.87707426,10.32849697,45.40017837
22,Elk Township,Gloucester,1,24.18379686,24.18379686,49,118.5006046,118.5006046,2.040816327,0,214.0008653,13.47037485,38.452237,31.92261185,16.1547763,82.37001209,12.16444982,0.604594921,4.401451028,18.98428053,10.70234114,0.378787879,24.23873325,0.4068,1405,86591,224900,27.18258767,2.07980653,14.29262394,3.047158404,5.117270789,2.176541717,6.77146312,2.805320435,8.270858525,3.651753325,23.67593712,0.686680338,0.328783227,36.27569528,0.072551391,0.290205562,0.54159292,0.102654867,0.217699115,0.621238938,0.295575221,8.355397808,16.07030358,43.21757778,0.019303875,0.90201725,1.136446782,0.339410784,0.025822704,2.17E-04,8.56E-04,3.13E-05,0.001343944,2.85E-05,0.057944384,9.07E-07,0.107318584,7.50E-05,0.224439115,0.034695885,8.24E-04,0.005845108,2.80E-05,1.05E-04,27.15111548,0.335249959,0.156071546,0.074974167,1.084606717,0,138.5032557,3.551625902,1.077695639,0.096192196,8.461482835,29.48635615,3.260338177,45.54564197
23,Harvey Cedars Borough,Ocean,0,0,0,2,42.10526316,42.10526316,0,0,358.6356283,5.263157895,11.57894737,34.52631579,48.63157895,97.05263158,0,0.631578947,0.421052632,3.368421053,2.600472813,0,13.26315789,0.5209,1405,96944,955900,5.473684211,0,10.10526316,2.105263158,2.512562814,0.631578947,3.157894737,0.842105263,3.368421053,2.736842105,10.73684211,6.646438376,1.011414535,16.63157895,0.842105263,2.736842105,0.203539823,0.168141593,0.06460177,0.265486726,0.053097345,6.907987945,21.64997748,43.26493529,0.01883383,0.685671573,0.846925838,0.498998918,0.019966205,2.66E-04,1.33E-04,1.88E-05,2.88E-06,2.72E-05,0.010125041,0,0.10517676,0,0.21406233,0.028000012,7.62E-04,0.004191446,1.29E-05,2.54E-05,20.38680537,0.27269199,0.033637497,0.024902203,0.167134011,0,122.9658124,4.577605583,0.301822875,0.375270837,2.007327081,45.55648794,1.420921024,45.76448397
24,Eagleswood Township,Ocean,0,0,0,26,164.2451042,164.2451042,0,0,83.56241932,15.35060013,30.00631712,33.85975995,20.7833228,95.76753001,0,0.31585597,1.137081491,5.369551485,8.843537415,0.672268908,19.20404296,0.4171,1281,75655,278000,13.5186355,0,14.40303222,3.85344283,6.105006105,0.947567909,8.464939987,2.0846494,7.70688566,6.2539482,25.45799116,1.150747986,NA,31.33291219,1.200252685,1.389766267,0.437168142,0.603539823,0.054867257,0.272566372,0.250442478,7.091902192,19.08145679,42.90346797,0.022298942,0.799925904,0.974440168,0.255396121,0.02236128,6.36E-04,1.78E-04,1.93E-05,1.20E-06,1.56E-05,0.016974395,0,0.1018636,0,0.205847574,0.028000184,3.60E-04,0.003728757,1.61E-05,4.43E-05,22.54673457,0.291196342,0.042905214,0.021203469,0.141822809,0,177.694685,3.373872508,0.236313363,0.150277191,2.278105223,32.84304388,1.243323437,45.24869122
25,Pilesgrove Township,Salem,0,0,0,38,94.73946647,94.73946647,0,157,114.1419148,17.70132137,28.47170282,32.08676141,21.74021441,91.8474196,4.562453254,2.767389678,1.944652206,9.274495138,5.823957644,1.111797406,10.42726348,0.4081,1241,102703,304500,11.19421591,2.468212416,13.59615871,3.436947182,3.758700696,2.74245824,5.31039641,2.642732486,7.304911493,3.116429818,21.11692845,NA,NA,38.02044378,0.149588631,0.598354525,0.460176991,0.589380531,0.280530973,0.598230088,0.484955752,8.373956164,14.61482649,43.4084183,0.020481555,0.917221868,1.151875886,0.359249591,0.028192195,2.11E-04,8.09E-04,3.20E-05,0.001958084,3.19E-05,0.050761158,9.33E-07,0.102660474,3.06E-05,0.189802836,0.047979172,0.00102396,0.005776251,3.16E-05,1.01E-04,29.33178511,0.354300835,0.092968878,0.142743763,0.094375943,5.84E-05,69.7708578,6.159790346,0.882458683,0.219800594,13.4322123,41.1177128,5.032676213,45.28233059
26,Monroe Township,Gloucester,12,32.61844573,24.4638343,463,125.8528364,121.7755307,2.591792657,267,784.0760288,18.82084319,37.11707304,28.04642692,16.01565685,79.06439425,14.58588165,2.016907228,7.102666558,25.63266194,8.376095366,0.958299019,16.398705,0.377,1111,85399,210200,12.60159287,0.614314061,12.5566785,4.821087135,5.346835443,2.133789992,6.181195466,2.063116692,7.912691294,3.73753024,22.02832368,0.396658155,0.099164539,34.34994156,0.255511158,1.902742668,0.674336283,0.783185841,0.444247788,0.8,0.769911504,8.205423532,18.74824947,43.08404807,0.025636116,0.96258204,1.204714218,0.351774906,0.032838851,7.74E-04,4.28E-04,3.29E-05,0.001135891,2.63E-05,0.061218649,7.55E-07,0.110912231,5.33E-05,0.21359373,0.031166045,6.57E-04,0.006404358,2.94E-05,1.18E-04,28.21880158,0.367023361,0.131961616,0.059803937,0.744520576,2.01E-08,204.5217334,2.791963241,1.158415452,0.197707313,5.468196697,22.05570042,2.348657452,45.4398244
