Town FIP,Town Name,County Name,# COVID19 Deaths,COVID19 Death Rates,Death Rates (Exclude LTC),# COVID19 Cases,COVID19 Case Rates,Case Rates (Exclude LTC),COVID19 Fatality Rates,# LTC Beds,Population Density,% Population (Age<15),% Population (Age 15-44),% Population (Age 45-64),% Population (Age>64),% Population (White),% Population (Black),% Population (Asian),% Population (Hispanic),% Minority,% Below High School Edu.,% Linguistic Isolate,% Below Poverty Level,Gini Index,Median Gross Rent,Median Household Income,Median House Value,% High Occupancy Residence,% Group Quarter Residence,% Population (Disability),% Uninsured,% Unemployed,% Occupation (Wholesale),% Occupation (Retail),% Occupation (Transportation),% Occupation (Health Care),% Occupation (Food Service),% Occupation (High Risk),# Restaurants Per Capita,# Supermarkets Per Capita,% Commute (To Diff. Counties),% Commute (To NY City),% Commute (Public Transport),SVI (Socioeconomic),SVI (Disability),SVI (Minority & Language),SVI (Housing & Transport),SVI (Overall),PM25 Average Conc.,NO2 Average Conc.,Ozone Seasonal DM8HA,Acrolein,Acetaldehyde,Formaldehyde,Diesel PM,Naphthalene,Acrylic Acid,Acrylonitrile,Beryllium,Chlorine,Chromhex,Ethylene Glycol,Hexamethylene Diisocyanate,Hydrochloric Acid,Maleic Anhydride,Methylene Chloride,Methyl Bromide,Nickel,Propionaldehyde,"2,4-Toluene Diisocyanate","4,4P-Methylenediphenyl Diiso.",Inhalation Cancer Risk,Respiratory Hazard Index,NPL Site Proximity,RMP Facility Proximity,TSDF Facility Proximity,Proximity to TWWD,Traffic Proximity,Proximity to Natural Gas EGU,Proximity to Petroleum EGU,Proximity to Biomass EGU,Proximity to Coal EGU,Proximity to Nuclear EGU,Proximity to WFFEGU,DOT Noise Level
132,Medford Township,Burlington,11,47.18599863,-4.289636239,264,113.2463967,85.36376115,4.166666667,330,585.6965535,17.38160604,30.9540151,30.85106383,20.81331503,93.04649966,1.046671242,2.925531915,2.865477008,8.832361016,2.166021297,0.374926772,7.106664934,0.4254,1335,124471,363700,9.274193548,0.973747426,11.33388066,1.883938988,4.36610608,2.608098833,4.649965683,1.325497598,7.905799588,3.01132464,19.50068634,0.913909706,0.255894718,28.84351407,0.497597804,1.368393961,0.189380531,0.711504425,0.180530973,0.277876106,0.247787611,8.26434597,20.88228106,43.93066593,0.029152,0.99322469,1.243649561,0.382939881,0.037832841,8.72E-04,3.46E-04,4.26E-05,6.38E-04,2.67E-05,0.076975762,7.31E-07,0.106606724,1.07E-04,0.231117017,0.028000943,6.20E-04,0.007291083,2.81E-05,1.28E-04,29.08873578,0.391673826,0.232030638,0.059915331,0.896581481,0.140169628,111.6665956,6.940371929,0.5121313,0.088966104,4.433801552,11.71275661,2.430024263,45.20338514
133,Seaside Park Borough,Ocean,NA,NA,NA,17,104.4226044,104.4226044,NA,0,1501.4956,7.063882064,26.96560197,28.5012285,37.46928747,98.28009828,0.307125307,0.245700246,0.614250614,1.71990172,1.003584229,0,17.44471744,0.4886,1322,77629,709700,2.088452088,0,13.6977887,4.914004914,7.397959184,1.28992629,4.054054054,1.28992629,5.098280098,3.808353808,15.54054054,3.629764065,NA,18.67321867,1.105651106,1.412776413,0.810619469,0.720353982,0.044247788,0.185840708,0.421238938,7.003775068,23.53281039,42.77634771,0.023068993,0.730676619,0.880915329,0.531498447,0.025689653,3.25E-04,2.34E-04,2.48E-05,2.97E-06,2.54E-05,0.016950227,0,0.14320479,0,0.239114071,0.028000033,7.28E-04,0.005068451,1.70E-05,4.29E-05,22.30641995,0.312111445,0.067487015,0.060187173,0.431116731,0,342.9318631,3.892418689,3.125968392,0.762584419,1.909658849,38.59222835,2.212691716,45.35218658
134,Lacey Township,Ocean,10,34.71740036,34.71740036,382,132.6204694,126.7185113,2.617801047,104,288.9971222,16.26163033,34.99166782,29.61394251,19.13275934,96.80252743,0.871406749,0.99638939,4.388279406,6.519927788,5.955821129,0.327540715,16.64568031,0.4282,1437,84567,276300,9.64449382,0.177058742,11.12847765,6.470772116,4.496759688,1.867796139,6.662269129,1.586585197,7.964171643,3.728648799,21.80947091,0.701543395,0.150330728,23.96542147,1.235939453,0.607554506,0.571681416,0.884955752,0.147787611,0.244247788,0.451327434,7.121288071,20.37128566,42.76767697,0.026928287,0.899520729,1.067433398,0.368228102,0.028726501,8.03E-04,2.03E-04,2.24E-05,1.09E-06,1.93E-05,0.022885202,0,0.111705718,0,0.218307921,0.028000124,4.59E-04,0.004780697,1.74E-05,5.92E-05,25.42992836,0.351690538,0.063654373,0.04278891,0.560627797,0.025045011,164.736297,7.78770097,0.657252148,0.755232445,2.28009802,72.90988836,2.167552313,45.33995282
135,Pine Beach Borough,Ocean,NA,NA,NA,26,114.1352063,114.1352063,NA,0,3500.702066,15.0570676,27.78753292,35.46971027,21.6856892,94.68832309,2.107111501,0.175592625,11.28182616,12.90605795,1.807228916,0,13.77034756,0.448,1435,92772,331700,7.55048288,0.614574188,14.09130817,4.784899034,3.055555556,2.23880597,5.487269535,1.316944688,7.023705004,3.160667252,19.22739245,NA,NA,20.58823529,1.316944688,1.053555751,0.286725664,0.773451327,0.239823009,0.139823009,0.277876106,7.169954521,24.18960452,42.58037124,0.036021658,0.954622174,1.160448144,0.476437369,0.041159833,0.00137485,2.02E-04,2.56E-05,8.50E-07,1.90E-05,0.037289927,0,0.06680122,0,0.208927597,0.028000043,4.41E-04,0.007089073,2.28E-05,9.66E-05,27.28106701,0.394963226,0.124001161,0.072342331,0.564154813,0,126.0419499,16.84925553,2.016697402,1.172543221,2.045886961,45.81157841,3.902787242,45.51687731
136,Beachwood Borough,Ocean,6,53.44735436,53.44735436,170,151.4341707,151.4341707,3.529411765,0,4047.959968,20.23873152,40.91394976,27.2848744,11.56244433,91.87600214,3.928380545,0.124710493,8.925708177,14.84054873,8.203930191,0.320855615,21.2611156,0.3773,1641,79777,231500,11.33974702,0.160342063,10.70216187,5.431481151,5.688043829,2.013183681,6.636379833,1.683591662,8.818813469,3.72349902,22.87546766,NA,NA,22.87546766,1.345091751,0.347407803,0.594690265,0.808849558,0.242477876,0.192920354,0.446017699,7.209740864,23.34025932,42.59165944,0.035829813,0.953188784,1.15848022,0.449514731,0.040868919,0.00137485,1.99E-04,2.68E-05,8.50E-07,1.69E-05,0.037078518,0,0.06940205,0,0.204326432,0.028000044,3.76E-04,0.006957558,2.27E-05,9.61E-05,27.51100861,0.397754248,0.140026651,0.069086274,1.211274963,0,573.958961,5.163472768,2.198477304,1.226196532,2.102664526,50.28027397,2.316878499,46.52140433
137,South Toms River Borough,Ocean,NA,NA,NA,92,252.1929825,252.1929825,NA,0,2956.49307,22.23135965,47.39583333,22.61513158,7.757675439,69.98355263,15.13157895,0.877192982,22.86184211,43.44846491,14.87954653,1.350048216,25.76754386,0.3307,1778,82994,185900,17.79057018,0,11.5479791,11.30052241,4.526091587,1.918859649,6.962719298,1.617324561,11.97916667,4.002192982,26.48026316,0.235301038,NA,25.79495614,1.260964912,0.109649123,0.849557522,0.861946903,0.653097345,0.348672566,0.778761062,7.233790685,24.82004418,42.57015752,0.035467784,0.951722644,1.155887462,0.416337274,0.040219517,0.00137485,2.40E-04,2.75E-05,8.50E-07,1.63E-05,0.037609889,0,0.0830132,0,0.203052567,0.028000051,3.47E-04,0.006789058,2.30E-05,9.75E-05,26.96118105,0.385171372,0.179512258,0.073325022,0.675487161,0,1232.85155,16.8756338,1.534727994,1.401606928,2.108642722,45.46199965,3.852227013,47.24042753
138,Island Heights Borough,Ocean,NA,NA,NA,21,140.2805611,140.2805611,NA,0,1661.19688,16.03206413,30.19372077,26.58650635,27.18770875,89.44555778,0.801603206,0.400801603,3.473613894,14.02805611,3.359173127,0.472440945,7.548430194,0.3115,1651,94464,389600,8.750835003,0,8.884435538,4.54241817,2.755905512,1.336005344,5.878423514,1.803607214,6.68002672,4.342017368,20.04008016,1.174118618,0.126931742,24.78289913,1.803607214,1.068804276,0.005309735,0.231858407,0.120353982,0.069026549,0.017699115,7.137305205,23.92817664,42.58245621,0.035046431,0.950071519,1.153099037,0.417383667,0.039744433,0.00137485,1.95E-04,2.54E-05,8.50E-07,2.15E-05,0.037012493,0,0.06698604,0,0.204155241,0.028000044,5.05E-04,0.006683485,2.26E-05,9.58E-05,27.1725386,0.388643662,0.111026243,0.076050764,0.293164848,0,186.5072866,17.5114228,1.400331882,1.094898198,2.004667884,42.02634161,3.787316962,45.4664003
139,Cherry Hill Township,Camden,144,202.9169309,38.04692454,1424,200.6622983,136.5461847,10.11235955,1646,2935.037768,17.03515818,35.12012964,27.87853167,19.96618051,74.55365321,6.597618544,13.62925386,6.732896498,29.35390686,5.873502804,4.679830642,12.52538253,0.4476,1420,105022,277300,11.19002325,1.475375185,10.80621418,3.42723206,4.041543788,2.003804692,4.820686254,1.469738604,8.977665046,3.606002959,20.87789756,1.197861783,0.197286653,32.99654759,0.372014373,3.658141337,0.569911504,0.812389381,0.697345133,0.83539823,0.842477876,8.920123277,25.31470314,44.29512517,0.033104859,1.008055614,1.316812958,0.651571606,0.051449249,4.57E-04,4.30E-04,7.04E-05,7.51E-04,3.15E-05,0.185482006,7.17E-07,0.108186729,3.48E-04,0.216744105,0.029423041,8.59E-04,0.016487992,4.48E-05,2.71E-04,31.81959565,0.435483505,0.246085147,0.198155432,3.395287448,0.024721804,826.0185355,13.47464757,0.500023649,0.194065124,5.861964723,17.4282234,3.798107795,47.15456215
140,Seaside Heights Borough,Ocean,NA,NA,NA,42,145.2282158,145.2282158,NA,0,3897.915838,20.08990318,46.23098202,23.09820194,10.58091286,69.57123098,4.529737206,0.034578147,28.14661134,36.54910097,13.76693767,1.191421763,29.18395574,0.5,1152,57083,296600,15.90594744,0.172890733,14.90318119,16.39004149,4.180945853,1.625172891,5.152143845,1.556016598,6.12033195,4.633471646,19.08713693,3.197076958,NA,23.30567082,1.728907331,0.553250346,0.920353982,0.746902655,0.86460177,0.730973451,0.909734513,7.003775068,19.74812312,42.77634771,0.023068993,0.730676619,0.880915329,0.531498447,0.025689653,3.25E-04,2.34E-04,2.48E-05,2.97E-06,2.54E-05,0.016950227,0,0.14320479,0,0.239114071,0.028000033,7.28E-04,0.005068451,1.70E-05,4.29E-05,22.30641995,0.312111445,0.070797689,0.064953404,1.231655125,0,674.4108117,15.15392818,19.15832486,0.800283134,1.90190184,35.19485884,8.410706837,46.24664548
141,Merchantville Borough,Camden,11,295.7784351,295.7784351,80,215.1115891,215.1115891,13.75,0,6226.962738,18.9029309,36.78408174,25.19494488,19.11804248,70.69104598,15.21914493,5.512234472,17.77359505,35.86985749,6.382145654,0.566171267,18.68781931,0.4506,1064,81295,227900,19.22559828,0.59155687,12.85291745,5.592901318,4.653515427,2.17800484,5.055122345,1.505781124,8.71201936,3.979564399,21.43049207,0.714764351,0.357382176,32.75073945,0.215111589,6.023124496,0.284955752,0.968141593,0.692035398,0.679646018,0.740707965,9.223583836,25.84696363,44.46491503,0.033312215,1.007027204,1.315387415,0.686955573,0.060539208,3.63E-04,3.78E-04,1.04E-04,0.001035766,3.63E-05,0.332770724,5.81E-07,0.11859476,2.68E-04,0.20350856,0.03089103,0.001055702,0.021526103,5.39E-05,3.84E-04,32.7388329,0.442939852,0.725219898,0.55342314,6.264315542,4.84E-05,457.9112911,21.07821937,0.451305056,0.450651395,6.227266928,17.2249171,5.048095161,46.04793898
142,Camden City,Camden,91,122.9696495,101.3486122,2748,371.3413151,350.1256723,3.311499272,515,7069.938767,26.36144969,43.08802465,20.97375747,9.576768195,23.45071755,41.3610443,2.409394341,51.00943218,94.23123699,32.27322755,14.66412461,64.63538691,0.5002,922,27015,84000,25.04797168,3.472879111,18.12781278,11.54607768,12.87825475,1.58374098,4.540417827,2.136428745,8.478149239,3.32693711,20.0656739,0.312817077,0.864828033,21.78995162,0.368908948,4.825545255,0.982300885,0.971681416,0.97699115,0.996460177,0.998230088,9.389726663,26.03012104,44.40048742,0.047347454,1.022222301,1.340894381,0.909991601,0.06424898,3.68E-04,0.001933175,1.07E-04,0.001295597,5.87E-05,0.307622035,7.94E-07,0.177356521,0.001507177,0.228653745,0.031432834,0.001968102,0.022226822,5.62E-05,3.64E-04,35.31063773,0.517452129,1.181711107,1.7816461,7.354816132,0.003650951,1340.090224,63.72604558,0.464136055,10.90187064,7.227245788,18.33642553,14.41607865,48.81988328
143,Maple Shade Township,Burlington,30,160.9269392,53.64231306,452,242.463255,165.2183242,6.637168142,289,4867.821892,14.98229804,42.84411544,25.89314451,16.28044201,75.34062869,11.38826306,8.196545435,7.649393842,28.04420127,6.377849211,2.92094146,23.32987948,0.4128,1203,61335,187500,11.15223688,1.56099131,12.09611508,6.489402278,5.140316755,3.561849587,6.839394915,2.462182169,9.247934771,4.597146229,26.70850767,0.961076406,0.213572535,38.1933269,0.756356614,1.802381719,0.575221239,0.683185841,0.530088496,0.918584071,0.771681416,9.02900695,26.00028385,44.50188648,0.033007702,1.008074991,1.317724258,0.722165588,0.057727181,3.95E-04,2.96E-04,9.02E-05,7.79E-04,2.84E-05,0.271465518,6.19E-07,0.103086861,1.54E-04,0.192962942,0.028001572,7.24E-04,0.019731246,4.86E-05,3.32E-04,32.40280626,0.442440203,0.26934806,0.92213986,5.696188021,0.00839452,1097.793628,12.88284089,0.447782269,0.353417424,5.554190304,9.181828902,3.656231555,47.19393473
144,Pemberton Borough,Burlington,1,66.71114076,-667.1114076,8,53.36891261,-720.4803202,12.5,0,2381.099896,17.94529686,32.22148099,27.75183456,22.08138759,65.57705137,14.74316211,3.402268179,20.01334223,40.82721815,8.638497653,6.776859504,32.75517011,0.4071,1134,66354,251700,1.334222815,0.333555704,19.94554118,10.68754255,6.486486486,3.402268179,6.004002668,2.535023349,8.939292862,4.736490994,25.61707805,NA,NA,34.35623749,0.400266845,0.733822548,0.824778761,0.959292035,0.755752212,0.4,0.847787611,8.052644384,21.82575434,43.85839216,0.035295254,1.022837067,1.266085487,0.385692878,0.045253812,0.001531991,3.35E-04,4.30E-05,0.007982199,2.86E-05,0.065240084,7.30E-07,0.10379773,4.31E-05,0.241536256,0.028001127,5.53E-04,0.007426982,2.46E-05,1.17E-04,29.84961297,0.491252301,0.142593908,0.058196219,0.130742957,1.62E-04,216.4748126,8.303645475,0.241863255,0.533918231,3.380090644,14.24891749,2.373627105,46.35905966
145,Lavallette Borough,Ocean,NA,NA,NA,16,74.24593968,74.24593968,NA,0,2058.444379,5.6612529,16.89095128,28.90951276,48.53828306,98.14385151,0,0.278422274,3.897911833,5.754060325,3.495762712,1.261261261,16.5034965,0.4985,1192,78143,733200,4.361948956,0,13.45707657,4.03712297,3.492433062,1.020881671,4.593967517,0.881670534,4.686774942,2.737819026,13.92111369,3.097573567,NA,18.56148492,1.20649652,0.742459396,0.538053097,0.559292035,0.113274336,0.201769912,0.260176991,7.037872718,22.24581368,42.59148107,0.023362229,0.738696012,0.889712221,0.572512607,0.027231618,2.60E-04,2.55E-04,2.77E-05,3.17E-06,2.62E-05,0.020304371,0,0.161561098,0,0.250972013,0.02800004,7.88E-04,0.005584739,1.95E-05,5.17E-05,22.35640515,0.308782378,0.076587402,0.076348416,0.51820114,0,685.8260434,17.65018907,1.912092778,0.842385647,1.885670339,30.48686673,3.847212371,46.46404174
146,Southampton Township,Burlington,8,78.78668505,78.78668505,89,87.65018712,87.65018712,8.988764045,0,228.6423084,12.4384479,24.96553083,29.03289344,33.56312783,93.48040181,2.560567264,0.531810124,4.934016151,10.11424069,6.017228275,0.78619786,18.89328063,0.4448,1223,62757,201600,12.05436281,0.088635021,18.34744928,2.895410676,4.848355404,3.20070908,6.903683278,2.432538901,8.233208588,3.506007485,24.27614733,0.419041234,0.12571237,29.23970849,0.521961788,0.206815049,0.555752212,0.653097345,0.168141593,0.371681416,0.410619469,8.021735293,20.2397223,43.80298394,0.025818535,0.990553902,1.218981724,0.360260127,0.032940782,6.52E-04,2.79E-04,3.70E-05,8.01E-04,2.33E-05,0.060809226,6.44E-07,0.100039692,4.47E-05,0.195414524,0.028001014,4.92E-04,0.006578363,2.32E-05,1.06E-04,28.02139677,0.374337082,0.138946199,0.047626149,0.342932269,0.00194182,98.95885376,7.377252272,0.152083407,0.389362184,3.618407313,14.07960836,2.242422583,45.40644074
147,Berkeley Township,Ocean,100,239.1486309,169.7955279,872,208.5376061,182.2312567,11.46788991,825,772.2046647,10.99844553,23.35047232,25.61999283,40.03108932,91.68001913,2.190601459,2.051895253,8.79827813,14.08824584,11.12175301,2.14559387,23.59035326,0.4652,1418,54942,194900,8.308023437,1.391845032,20.34469385,5.182527755,5.259164137,1.640559608,5.502809996,1.348798278,7.456654311,2.979791941,18.92861413,0.430298124,NA,21.41575989,1.339232333,0.545258878,0.74159292,0.72920354,0.346017699,0.667256637,0.697345133,7.20878123,22.12067199,42.64352098,0.033958243,0.940427821,1.131353772,0.396640282,0.037736134,0.001267888,2.38E-04,2.42E-05,9.96E-07,1.93E-05,0.031764078,0,0.106694006,2.93E-09,0.214497802,0.028000358,4.52E-04,0.005847754,2.10E-05,8.24E-05,26.79999896,0.382883329,0.191905628,0.068824555,0.634112449,0.052136659,117.9800027,4.193252764,0.759140762,1.564908346,2.224997517,40.45818873,1.898763717,45.84077404
148,Lumberton Township,Burlington,19,155.3302812,155.3302812,179,146.3374755,146.3374755,10.61452514,180,940.1464991,17.56049706,35.09646828,31.40941792,15.93361674,66.71844343,19.02387181,6.826357096,6.711903205,35.68508829,6.896147992,0.778210117,16.68049104,0.4604,1314,88017,323600,9.197187704,1.496075867,13.05732484,3.779751928,6.00060006,3.033028123,5.935251799,2.812295618,9.69587966,3.466317855,24.94277305,0.251560721,NA,31.04153041,0.809352518,2.542511446,0.803539823,0.874336283,0.55840708,0.727433628,0.851327434,8.369133441,20.99520931,44.2270644,0.028398135,0.993254843,1.245272141,0.485498649,0.041411308,5.72E-04,3.71E-04,5.15E-05,6.49E-04,2.79E-05,0.085928832,8.45E-07,0.139585448,5.57E-05,0.236113951,0.028001023,5.45E-04,0.009131726,2.84E-05,1.38E-04,29.7201357,0.398510192,0.625273943,0.074918367,3.051915603,0.032397555,212.5609406,11.36783191,0.220972649,0.539045002,4.001273601,11.87216139,2.984344917,45.42111606
149,Pennsauken Township,Camden,16,44.86819966,11.21704992,952,266.965788,238.9231632,1.680672269,551,2944.190988,18.68760516,39.90745934,27.86876052,13.53617499,47.21536736,23.53897925,7.804262479,35.4935502,66.98541784,16.86675685,7.714239166,31.46517666,0.402,1043,67300,158200,19.46438587,0.588895121,12.63641747,8.39795832,7.813165744,2.218171621,5.832865956,2.198541784,8.996074033,3.581043186,22.82669658,0.62813706,0.366678528,29.65507572,0.381379697,2.512619181,0.895575221,0.867256637,0.90619469,0.863716814,0.96460177,9.265422401,26.68308546,44.48797421,0.034217749,1.010448235,1.320374514,0.712594395,0.061966141,3.65E-04,4.53E-04,1.07E-04,0.001030859,3.77E-05,0.337447858,6.29E-07,0.126976308,3.90E-04,0.205129415,0.030542092,0.001097819,0.021839457,5.46E-05,3.92E-04,33.42106383,0.44954256,1.019550677,1.045128127,5.025730521,0.002431188,899.8013692,14.98560381,0.43084098,0.939648443,5.780821029,16.50757241,4.184032102,47.80314373
150,Hainesport Township,Burlington,1,16.63893511,16.63893511,58,96.50582363,96.50582363,1.724137931,0,885.7309557,14.4093178,33.62728785,32.97836938,18.98502496,88.88519135,4.425956739,3.361064892,3.976705491,14.62562396,5.374855825,0,11.10551921,0.4078,1083,108363,294600,7.121464226,0.399334443,9.322175732,1.288702929,4.536489152,2.678868552,5.108153078,2.229617304,8.202995008,3.410981697,21.63061564,0.673294283,NA,31.33111481,0.615640599,2.34608985,0.603539823,0.183185841,0.257522124,0.233628319,0.213274336,8.536093973,22.8528021,44.39937124,0.02938334,0.989139145,1.273860113,0.529065923,0.043475519,4.76E-04,3.77E-04,5.48E-05,5.61E-04,2.69E-05,0.108221285,8.30E-07,0.09987189,6.15E-05,0.218135947,0.028000726,5.10E-04,0.011648606,3.19E-05,1.75E-04,30.07660202,0.406781834,0.194592986,0.092377719,3.75969341,0.035427611,325.8617391,14.34176993,0.225701551,0.58372253,4.143874773,11.1720916,3.46405252,45.76976995
151,Mount Laurel Township,Burlington,42,101.3953938,28.9701125,536,129.3998358,103.3267346,7.835820896,328,1883.753697,16.65298634,35.16005987,29.38776496,18.79918884,74.04036502,11.52044807,9.770170441,5.289459707,29.41190672,3.938979204,2.040226563,11.66476542,0.4457,1617,94832,272800,6.899715127,0.405581575,9.433364989,2.310857866,4.13143483,2.67732123,5.398097629,1.84201632,8.845541017,3.399159867,22.16213606,0.963437545,0.192687509,32.89073439,0.654241707,1.687509054,0.382300885,0.630088496,0.534513274,0.539823009,0.561061947,8.704698328,25.41932041,44.43790698,0.030160833,0.988331625,1.290562347,0.576559106,0.044865798,4.40E-04,3.37E-04,5.53E-05,6.28E-04,2.67E-05,0.128622347,6.85E-07,0.106456189,1.02E-04,0.202859446,0.028001255,5.99E-04,0.013312055,3.53E-05,2.06E-04,30.63366917,0.410571364,0.176541126,0.136881697,2.572244044,0.007981371,614.5419009,11.64036602,0.201267282,0.161086342,4.731957322,10.31270796,3.118426845,47.39635152
152,Pemberton Township,Burlington,24,88.33597114,88.33597114,482,177.4080754,177.4080754,4.979253112,204,432.9222298,19.65475358,39.73278369,25.8235489,14.78891384,63.78225183,21.67911958,2.988700357,12.42224594,43.32511318,10.09028728,1.64147733,28.98243263,0.4021,1239,64444,169100,13.22831168,1.19253561,16.05182513,5.054501726,8.678611422,2.756818433,6.150391991,2.92980971,9.175899003,3.342044242,24.35496338,0.157048607,0.153178453,30.14096949,0.691965107,0.331259892,0.853097345,0.945132743,0.605309735,0.815929204,0.902654867,7.783098857,20.95550607,43.52036858,0.044105112,1.058621422,1.305029122,0.333288944,0.049256798,0.002692366,3.02E-04,3.30E-05,3.79E-04,2.14E-05,0.047934092,7.58E-07,0.107634042,2.78E-05,0.215672365,0.028001393,4.03E-04,0.006201245,2.13E-05,9.89E-05,30.00951813,0.447675867,0.189206595,0.04455918,0.529949311,1.16E-05,57.37205017,6.163135897,0.191846621,0.36560031,3.071400615,17.03984413,1.91726157,45.32126628
153,Moorestown Township,Burlington,63,308.0835249,29.34128808,448,219.0816177,109.0517874,14.0625,798,1366.308585,19.57063915,32.9796078,31.41962932,16.03012372,83.54931782,6.283925864,7.208176439,3.442711135,18.93980146,2.974112856,1.637508747,6.101220244,0.4914,1280,148060,516100,10.28412147,1.760477285,6.885899352,2.615844544,2.605285274,2.22504768,4.601692014,1.437723116,8.298694313,2.846104944,19.40926207,1.110842792,NA,31.81573671,0.591715976,2.171255318,0.115044248,0.681415929,0.387610619,0.43539823,0.366371681,8.892311575,26.00452727,44.59091345,0.03175074,1.000809304,1.307018871,0.619511023,0.051650774,4.93E-04,2.91E-04,7.36E-05,8.20E-04,3.34E-05,0.17446084,8.50E-07,0.117318884,1.20E-04,0.231886398,0.028001431,7.47E-04,0.015210032,4.16E-05,2.50E-04,31.8990165,0.424952557,0.164512924,0.471036696,3.957674709,0.005912553,257.7936803,13.82812597,0.206441703,0.235352789,4.886062624,9.702315716,3.497691458,45.58224047
154,Palmyra Borough,Burlington,3,41.73042148,41.73042148,80,111.2811239,111.2811239,3.75,0,2771.443799,16.27486438,38.68410071,31.26999583,13.77103909,71.77632494,19.2377243,2.768117958,7.567116428,31.36736681,4.562220928,1.628318584,29.44374739,0.3645,1356,72578,175200,11.37849492,0,11.61236424,5.625174046,8.54186718,3.171512032,6.996800668,3.241062735,10.08485186,3.867019057,27.36124635,NA,NA,39.11531506,0.57031576,2.100431215,0.746902655,0.368141593,0.57079646,0.428318584,0.571681416,9.187049599,27.88241788,44.69557229,0.033357224,1.015161449,1.322605568,0.689623555,0.064857427,3.75E-04,2.97E-04,1.15E-04,7.17E-04,3.08E-05,0.35587536,1.06E-06,0.108908034,2.17E-04,0.175598914,0.028010165,7.18E-04,0.022296685,5.49E-05,4.33E-04,32.90091542,0.443782727,1.550861755,3.853102137,4.908921322,0.004883672,575.2775518,12.1307543,0.195610525,1.266273348,5.527121569,15.92621393,3.729823598,46.83870512
155,Lakehurst Borough,Ocean,NA,NA,NA,45,167.6602086,167.6602086,NA,0,2720.043613,20.08196721,44.15052161,26.93740686,8.830104322,79.80625931,7.414307004,5.923994039,14.60506706,26.37853949,13.71681416,3.373231774,31.01123596,0.4258,1689,68322,190300,12.70491803,0,18.98829747,7.814269536,6.135401975,1.825633383,6.818181818,1.751117735,9.910581222,4.247391952,24.55290611,4.054552156,1.105786952,26.67660209,1.266766021,0.670640835,0.828318584,0.902654867,0.610619469,0.394690265,0.792920354,7.44370274,24.60539627,42.70667516,0.033249211,0.979143104,1.181321382,0.346641209,0.036872429,0.001175879,3.06E-04,3.07E-05,5.88E-07,1.80E-05,0.038643041,0,0.101035679,3.23E-05,0.255107352,0.028001063,3.91E-04,0.005642665,2.21E-05,9.77E-05,29.11738557,0.383001225,0.228653385,0.10132071,0.233214463,0,608.8714944,16.65412384,0.413324068,2.292756467,2.27914688,26.34048213,3.803511238,46.7965396
156,Riverton Borough,Burlington,9,332.7171904,36.96857671,44,162.6617375,-36.96857671,20.45454545,122,2911.996279,18.81700555,29.98151571,31.12754159,20.07393715,91.9038817,3.696857671,0.480591497,3.585951941,9.722735675,3.585657371,0,7.957153787,0.3731,1379,106058,300500,11.4232902,3.179297597,8.798775822,2.410099464,4.333107651,2.624768946,5.50831793,1.959334566,8.53974122,3.585951941,22.2181146,0.677189144,0.156274418,35.97042514,0.628465804,2.846580408,0.525663717,0.709734513,0.143362832,0.240707965,0.36460177,9.144192603,27.52207843,44.76532549,0.032689793,1.011444458,1.317524306,0.655664614,0.063912711,3.74E-04,2.68E-04,1.13E-04,6.20E-04,3.06E-05,0.349375244,1.18E-06,0.09764767,1.81E-04,0.167587008,0.028001545,6.10E-04,0.021821144,5.42E-05,4.21E-04,32.34191436,0.430503676,1.385489145,4.724937117,5.977622875,0.004628777,237.9873292,12.35899542,0.20243235,0.616206507,5.282917639,8.791996289,3.50887263,46.36512157
157,Eastampton Township,Burlington,3,50.09183503,50.09183503,74,123.5598597,123.5598597,4.054054054,0,1029.576675,19.95324762,40.39071631,30.78978127,8.8662548,61.27901152,20.60444148,6.962765069,10.31891802,41.64301219,5.537459283,0.233863424,11.73070384,0.3435,1228,96429,276800,5.04257806,0.016697278,11.6104214,7.361426823,1.548672566,2.955418267,6.678911337,2.404408081,9.584237769,4.508265153,26.13124061,0.82088327,NA,33.37785941,0.884955752,0.10018367,0.060176991,0.637168142,0.637168142,0.663716814,0.515044248,8.311454247,21.18982962,44.16850588,0.026435163,0.970007147,1.21548903,0.411777838,0.03708545,4.85E-04,1.36E-04,4.77E-05,7.02E-04,2.88E-05,0.082150316,7.37E-07,0.1588004,4.21E-05,0.198204854,0.028001559,5.07E-04,0.009048293,2.57E-05,1.36E-04,28.50207125,0.38079667,0.439545004,0.084326146,2.370822512,4.29E-04,72.45856069,12.44612637,0.254293723,0.894513573,3.630223033,12.37424894,3.143455289,45.30304382
